Member_number,Date,itemDescription,category
1892,30-09-2015,margarine,Meat
1936,20-05-2015,other vegetables,Vegetables
3132,30-07-2015,chicken,Meat
4316,11-01-2015,other vegetables,Vegetables
4375,05-10-2015,sausage,Meat
3468,08-07-2015,pastry,Bakery
2488,19-08-2015,processed cheese,Dairy
1769,30-12-2015,rolls/buns,Bakery
4937,10-04-2015,chicken,Meat
3389,17-08-2015,berries,Fruits
1439,13-08-2015,frankfurter,Meat
2542,24-11-2015,whole milk,Dairy
2065,22-01-2015,pip fruit,Fruits
3830,10-07-2015,soda,Beverages
3686,01-04-2015,soda,Beverages
2774,28-10-2015,yogurt,Dairy
2204,16-07-2015,pork,Meat
4833,10-03-2015,onions,Vegetables
1477,08-02-2015,liquor,Beverages
4697,11-09-2015,onions,Vegetables
2435,29-09-2015,beef,Meat
2164,19-03-2015,rolls/buns,Bakery
3557,02-02-2015,frankfurter,Meat
4319,08-11-2015,sausage,Meat
3615,13-08-2015,whole milk,Dairy
1902,21-10-2015,pork,Meat
4390,20-01-2015,whole milk,Dairy
1985,26-11-2015,bottled water,Beverages
1265,29-09-2015,shopping bags,Dry Goods
2023,31-08-2015,citrus fruit,Fruits
4288,25-09-2015,meat,Meat
2261,29-06-2015,sausage,Meat
3073,17-01-2015,berries,Fruits
2406,04-09-2015,canned beer,Canned Goods
3983,20-07-2015,chicken,Meat
1737,23-01-2015,whole milk,Dairy
1304,30-04-2015,rolls/buns,Bakery
4227,20-08-2015,hamburger meat,Meat
3987,17-06-2015,citrus fruit,Fruits
4127,12-11-2015,bottled beer,Beverages
1734,20-03-2015,beef,Meat
2770,15-07-2015,yogurt,Dairy
1454,13-01-2015,meat,Meat
2256,21-08-2015,pastry,Bakery
2625,18-11-2015,other vegetables,Vegetables
4335,05-12-2015,tidbits,Fruits
3738,24-05-2015,potato products,Baby Products
2394,19-08-2015,waffles,Snacks
1927,15-05-2015,tropical fruit,Fruits
3681,14-10-2015,whole milk,Dairy
2435,30-08-2015,bottled beer,Beverages
1728,15-08-2015,soda,Beverages
4708,14-04-2015,meat,Meat
1010,31-07-2015,pip fruit,Fruits
3735,20-04-2015,rolls/buns,Bakery
3331,19-05-2015,frankfurter,Meat
2383,05-10-2015,soda,Beverages
1160,20-11-2015,pip fruit,Fruits
4890,22-04-2015,rolls/buns,Bakery
3513,29-05-2015,onions,Vegetables
2525,14-01-2015,whole milk,Dairy
3708,03-09-2015,pastry,Bakery
4746,06-06-2015,ham,Meat
4784,11-09-2015,root vegetables,Vegetables
2051,02-01-2015,photo/film,Baby Products
4745,12-04-2015,bottled beer,Beverages
4364,17-01-2015,dessert,Bakery
1493,23-02-2015,beverages,Beverages
1330,18-05-2015,chicken,Meat
1777,10-07-2015,whole milk,Dairy
2633,10-07-2015,hard cheese,Dairy
1917,23-01-2015,pork,Meat
4891,09-01-2015,soda,Beverages
3828,15-06-2015,yogurt,Dairy
2282,11-05-2015,citrus fruit,Fruits
2743,10-08-2015,soda,Beverages
2704,18-11-2015,frankfurter,Meat
4170,11-07-2015,ice cream,Dairy
3867,07-09-2015,brown bread,Bakery
2592,23-04-2015,sugar,Snacks
1894,03-10-2015,other vegetables,Vegetables
2348,08-09-2015,newspapers,Bakery
3747,24-02-2015,nuts/prunes,Fruits
4220,21-08-2015,yogurt,Dairy
4504,04-09-2015,root vegetables,Vegetables
3175,23-11-2015,chicken,Meat
4240,28-06-2015,other vegetables,Vegetables
4608,25-11-2015,fruit/vegetable juice,Fruits
3053,03-12-2015,hamburger meat,Meat
4096,29-06-2015,hamburger meat,Meat
2517,28-01-2015,sausage,Meat
1899,24-10-2015,pastry,Bakery
2934,11-05-2015,root vegetables,Vegetables
2508,27-12-2015,soda,Beverages
1527,14-05-2015,UHT-milk,Dairy
1431,07-11-2015,citrus fruit,Fruits
4148,09-02-2015,sausage,Meat
3862,05-03-2015,condensed milk,Dairy
3402,11-04-2015,frozen meals,Frozen
3178,08-12-2015,dessert,Bakery
2134,26-09-2015,beef,Meat
1038,23-04-2015,pip fruit,Fruits
4780,19-09-2015,soda,Beverages
1251,26-11-2015,canned beer,Canned Goods
4293,30-09-2015,mayonnaise,Condiments
3676,24-10-2015,sausage,Meat
2992,09-11-2015,pip fruit,Fruits
4124,22-05-2015,whole milk,Dairy
4756,18-09-2015,tropical fruit,Fruits
1422,04-10-2015,pip fruit,Fruits
1229,20-03-2015,ham,Meat
4733,19-01-2015,pip fruit,Fruits
2053,17-09-2015,cereals,Breakfast & Cereal
4230,15-03-2015,sausage,Meat
3968,12-11-2015,dessert,Bakery
4935,02-04-2015,tropical fruit,Fruits
2290,12-01-2015,whole milk,Dairy
2143,25-07-2015,canned beer,Canned Goods
3657,22-01-2015,sausage,Meat
4369,25-08-2015,beverages,Beverages
2639,12-11-2015,pip fruit,Fruits
2706,14-08-2015,sausage,Meat
2133,05-08-2015,soda,Beverages
3635,23-07-2015,beef,Meat
2734,30-03-2015,whipped/sour cream,Dairy
1080,14-05-2015,root vegetables,Vegetables
4413,11-10-2015,hamburger meat,Meat
1729,28-08-2015,meat,Meat
2167,18-10-2015,tropical fruit,Fruits
1391,19-03-2015,sausage,Meat
3347,05-06-2015,sausage,Meat
4091,28-12-2015,yogurt,Dairy
4589,10-07-2015,white bread,Bakery
3590,27-02-2015,sausage,Meat
4147,02-01-2015,white wine,Beverages
4187,14-09-2015,pip fruit,Fruits
2613,11-04-2015,soda,Beverages
4197,03-11-2015,soda,Beverages
4553,13-06-2015,curd,Meat
3045,26-03-2015,tropical fruit,Fruits
2079,19-07-2015,curd,Meat
1108,30-07-2015,brown bread,Bakery
4306,26-04-2015,domestic eggs,Household
2761,02-03-2015,chocolate,Dairy
3931,08-03-2015,soda,Beverages
4351,08-05-2015,cooking chocolate,Dairy
2788,03-09-2015,butter,Dairy
3962,28-05-2015,pork,Meat
3690,21-05-2015,sausage,Meat
4937,28-06-2015,shopping bags,Dry Goods
2544,20-01-2015,tropical fruit,Fruits
2439,31-10-2015,bottled water,Beverages
2952,11-08-2015,citrus fruit,Fruits
1472,19-09-2015,root vegetables,Vegetables
3781,21-04-2015,root vegetables,Vegetables
1079,09-09-2015,rolls/buns,Bakery
4636,05-01-2015,yogurt,Dairy
4644,25-08-2015,dog food,Pet Supplies
2226,17-02-2015,other vegetables,Vegetables
4477,15-02-2015,hamburger meat,Meat
3132,29-08-2015,berries,Fruits
4295,24-03-2015,sausage,Meat
2918,11-12-2015,bottled water,Beverages
3167,03-02-2015,chocolate,Dairy
1993,22-05-2015,root vegetables,Vegetables
4643,08-08-2015,tidbits,Fruits
3999,06-02-2015,whole milk,Dairy
2625,22-03-2015,citrus fruit,Fruits
2398,08-01-2015,tropical fruit,Fruits
2945,19-07-2015,chicken,Meat
3523,26-04-2015,newspapers,Bakery
1726,26-12-2015,other vegetables,Vegetables
4540,24-02-2015,butter,Dairy
4479,10-02-2015,semi-finished bread,Bakery
1472,11-02-2015,bottled beer,Beverages
1149,12-12-2015,seasonal products,Baby Products
2504,02-08-2015,pork,Meat
4835,09-12-2015,whole milk,Dairy
1832,17-11-2015,sausage,Meat
1403,25-03-2015,salty snack,Snacks
4856,18-01-2015,root vegetables,Vegetables
3369,22-02-2015,frankfurter,Meat
4364,24-12-2015,other vegetables,Vegetables
4686,12-11-2015,chocolate,Dairy
2876,22-03-2015,sausage,Meat
1449,26-01-2015,finished products,Baby Products
3499,04-05-2015,whole milk,Dairy
3462,16-05-2015,shopping bags,Dry Goods
1512,23-02-2015,whole milk,Dairy
1551,14-01-2015,soda,Beverages
3993,18-02-2015,rolls/buns,Bakery
3494,25-03-2015,seasonal products,Baby Products
1819,25-06-2015,pip fruit,Fruits
3581,06-09-2015,UHT-milk,Dairy
3763,29-04-2015,canned beer,Canned Goods
2807,03-07-2015,tropical fruit,Fruits
1133,26-03-2015,pork,Meat
4923,19-04-2015,other vegetables,Vegetables
3912,06-01-2015,berries,Fruits
4312,19-10-2015,bottled water,Beverages
3141,13-08-2015,waffles,Snacks
5000,10-02-2015,soda,Beverages
3327,30-04-2015,soda,Beverages
1058,06-04-2015,sausage,Meat
4397,03-04-2015,pastry,Bakery
3694,27-10-2015,frozen meals,Frozen
3346,11-05-2015,tropical fruit,Fruits
1039,31-05-2015,salty snack,Snacks
1081,21-01-2015,tropical fruit,Fruits
3064,02-01-2015,pork,Meat
4794,27-10-2015,ham,Meat
4933,02-01-2015,sausage,Meat
3312,13-10-2015,domestic eggs,Household
1303,29-05-2015,whole milk,Dairy
4756,29-03-2015,other vegetables,Vegetables
3595,06-08-2015,bottled beer,Beverages
2747,02-02-2015,ham,Meat
4113,13-08-2015,frankfurter,Meat
2882,26-04-2015,sausage,Meat
1980,15-10-2015,bottled water,Beverages
3534,11-11-2015,sausage,Meat
4452,23-11-2015,pork,Meat
1883,26-05-2015,frankfurter,Meat
4160,12-08-2015,Instant food products,Baby Products
3212,18-04-2015,ham,Meat
2327,08-12-2015,bottled beer,Beverages
1874,29-07-2015,frozen vegetables,Vegetables
4439,01-01-2015,butter,Dairy
4883,10-01-2015,berries,Fruits
1873,22-02-2015,frankfurter,Meat
4228,18-04-2015,tropical fruit,Fruits
2868,04-12-2015,beef,Meat
4102,23-09-2015,frankfurter,Meat
1013,02-10-2015,white bread,Bakery
1928,15-08-2015,citrus fruit,Fruits
2064,21-08-2015,whole milk,Dairy
3416,15-11-2015,frozen meals,Frozen
1536,05-01-2015,frankfurter,Meat
1953,09-03-2015,beef,Meat
1327,04-07-2015,sausage,Meat
3415,27-05-2015,pet care,Pet Supplies
2517,22-03-2015,napkins,Condiments
4334,12-10-2015,frankfurter,Meat
4515,15-06-2015,soda,Beverages
1527,20-04-2015,citrus fruit,Fruits
1726,02-11-2015,other vegetables,Vegetables
4734,10-02-2015,sausage,Meat
2356,15-06-2015,beef,Meat
2244,29-03-2015,other vegetables,Vegetables
4281,03-04-2015,rolls/buns,Bakery
2977,14-04-2015,other vegetables,Vegetables
2119,24-09-2015,other vegetables,Vegetables
3208,24-06-2015,root vegetables,Vegetables
2663,18-05-2015,cat food,Snacks
3344,01-04-2015,whole milk,Dairy
3592,14-12-2015,oil,Condiments
2106,24-11-2015,frankfurter,Meat
3356,23-05-2015,tropical fruit,Fruits
3227,30-11-2015,soda,Beverages
1505,27-07-2015,shopping bags,Dry Goods
1035,24-04-2015,whole milk,Dairy
4312,14-12-2015,sausage,Meat
1253,20-06-2015,sausage,Meat
2260,30-10-2015,sausage,Meat
3710,22-08-2015,whole milk,Dairy
1846,29-11-2015,sausage,Meat
3520,09-11-2015,detergent,Cleaning Supplies
2816,19-06-2015,pastry,Bakery
1051,10-11-2015,fish,Seafood
1754,08-07-2015,canned beer,Canned Goods
3593,31-08-2015,canned beer,Canned Goods
1421,07-08-2015,bottled beer,Beverages
3104,04-06-2015,rolls/buns,Bakery
1283,30-05-2015,bottled water,Beverages
1130,18-09-2015,bottled water,Beverages
2816,01-10-2015,rolls/buns,Bakery
4594,23-06-2015,meat,Meat
4192,16-12-2015,yogurt,Dairy
3208,20-11-2015,rolls/buns,Bakery
1949,11-04-2015,soda,Beverages
4268,25-04-2015,rolls/buns,Bakery
2672,17-01-2015,frozen meals,Frozen
2372,03-09-2015,other vegetables,Vegetables
4482,07-08-2015,dishes,Seafood
1048,06-10-2015,rolls/buns,Bakery
4831,19-02-2015,rolls/buns,Bakery
3441,12-04-2015,other vegetables,Vegetables
3380,11-11-2015,coffee,Beverages
1654,09-11-2015,frozen dessert,Frozen
2408,21-06-2015,ham,Meat
4699,01-08-2015,frankfurter,Meat
2670,29-04-2015,yogurt,Dairy
4292,18-08-2015,citrus fruit,Fruits
4303,22-02-2015,sausage,Meat
2011,22-03-2015,frankfurter,Meat
3657,29-09-2015,liver loaf,Bakery
1435,14-01-2015,pork,Meat
4445,20-05-2015,frozen fish,Frozen
4030,15-08-2015,herbs,Vegetables
1204,11-04-2015,grapes,Fruits
1235,01-01-2015,sausage,Meat
3984,03-02-2015,frankfurter,Meat
3637,25-11-2015,frankfurter,Meat
1931,02-07-2015,chocolate,Dairy
4486,23-10-2015,frankfurter,Meat
4529,03-01-2015,whole milk,Dairy
1827,07-05-2015,sausage,Meat
3054,27-05-2015,tropical fruit,Fruits
2524,21-10-2015,herbs,Vegetables
1855,09-11-2015,ham,Meat
3242,23-02-2015,frankfurter,Meat
4431,21-08-2015,chicken,Meat
4555,23-07-2015,tropical fruit,Fruits
4299,08-02-2015,citrus fruit,Fruits
2905,22-10-2015,tropical fruit,Fruits
3323,09-12-2015,beef,Meat
2796,17-10-2015,other vegetables,Vegetables
2129,04-03-2015,bottled beer,Beverages
1501,17-08-2015,bottled water,Beverages
2814,17-07-2015,newspapers,Bakery
1105,22-05-2015,bottled water,Beverages
3798,04-09-2015,curd,Meat
3025,21-04-2015,citrus fruit,Fruits
4592,13-07-2015,citrus fruit,Fruits
4463,03-11-2015,pork,Meat
2916,13-06-2015,house keeping products,Household
1838,25-03-2015,tropical fruit,Fruits
1126,17-05-2015,newspapers,Bakery
2800,02-10-2015,pip fruit,Fruits
4485,25-07-2015,root vegetables,Vegetables
3262,08-07-2015,whole milk,Dairy
4030,22-12-2015,pip fruit,Fruits
3370,03-02-2015,soda,Beverages
3489,01-09-2015,misc. beverages,Beverages
2386,03-01-2015,beverages,Beverages
3774,16-02-2015,ice cream,Dairy
3818,13-05-2015,other vegetables,Vegetables
3434,10-06-2015,chicken,Meat
3438,27-12-2015,grapes,Fruits
1140,01-05-2015,photo/film,Baby Products
1051,12-10-2015,tropical fruit,Fruits
3071,26-03-2015,coffee,Beverages
3872,28-03-2015,specialty chocolate,Dairy
4215,30-06-2015,specialty bar,Bakery
3806,15-03-2015,yogurt,Dairy
1869,16-05-2015,root vegetables,Vegetables
1668,05-05-2015,chicken,Meat
1163,14-12-2015,whole milk,Dairy
4787,17-05-2015,sausage,Meat
4811,11-01-2015,butter milk,Dairy
4364,05-09-2015,sausage,Meat
4572,02-08-2015,UHT-milk,Dairy
3222,05-08-2015,shopping bags,Dry Goods
3404,24-03-2015,pasta,Grains & Pasta
2221,18-12-2015,soda,Beverages
3646,31-01-2015,pip fruit,Fruits
4102,15-07-2015,fish,Seafood
2718,12-06-2015,canned beer,Canned Goods
1403,16-05-2015,hamburger meat,Meat
4548,30-05-2015,whole milk,Dairy
4340,06-08-2015,pork,Meat
2856,21-08-2015,meat,Meat
1041,02-04-2015,hamburger meat,Meat
1564,19-06-2015,tropical fruit,Fruits
4552,17-10-2015,whole milk,Dairy
2516,31-07-2015,light bulbs,Vegetables
4246,13-06-2015,yogurt,Dairy
1090,21-10-2015,ice cream,Dairy
2889,20-01-2015,citrus fruit,Fruits
2229,31-01-2015,pet care,Pet Supplies
4558,05-04-2015,whipped/sour cream,Dairy
2018,20-04-2015,chicken,Meat
4898,26-07-2015,sausage,Meat
4998,14-10-2015,rolls/buns,Bakery
2165,28-01-2015,soda,Beverages
3075,15-10-2015,other vegetables,Vegetables
3973,28-01-2015,root vegetables,Vegetables
3775,27-10-2015,root vegetables,Vegetables
3135,26-07-2015,yogurt,Dairy
2738,25-07-2015,other vegetables,Vegetables
4455,24-10-2015,yogurt,Dairy
2780,03-09-2015,liver loaf,Bakery
3593,27-05-2015,tropical fruit,Fruits
1876,16-06-2015,tropical fruit,Fruits
4694,18-11-2015,hamburger meat,Meat
4273,01-06-2015,margarine,Meat
4968,13-11-2015,bottled beer,Beverages
2449,21-04-2015,bottled beer,Beverages
1536,02-05-2015,whole milk,Dairy
2188,28-11-2015,rolls/buns,Bakery
4197,13-05-2015,butter,Dairy
2379,11-08-2015,hamburger meat,Meat
4696,18-08-2015,chewing gum,Snacks
2680,03-01-2015,sausage,Meat
4525,11-05-2015,liqueur,Frozen
1098,12-11-2015,grapes,Fruits
1222,07-08-2015,canned beer,Canned Goods
2316,08-06-2015,canned beer,Canned Goods
1950,14-06-2015,other vegetables,Vegetables
3186,03-08-2015,ham,Meat
2540,05-03-2015,sausage,Meat
1789,11-06-2015,beef,Meat
1574,04-08-2015,specialty chocolate,Dairy
2152,23-07-2015,butter,Dairy
1493,01-10-2015,semi-finished bread,Bakery
3044,09-05-2015,coffee,Beverages
2874,09-09-2015,pip fruit,Fruits
3556,30-09-2015,hamburger meat,Meat
3255,24-05-2015,rolls/buns,Bakery
2521,14-12-2015,root vegetables,Vegetables
3220,14-10-2015,pork,Meat
1381,06-03-2015,other vegetables,Vegetables
4050,06-07-2015,chicken,Meat
1872,29-01-2015,misc. beverages,Beverages
4127,11-04-2015,canned beer,Canned Goods
2833,14-08-2015,citrus fruit,Fruits
2357,23-09-2015,waffles,Snacks
2654,03-03-2015,root vegetables,Vegetables
4852,28-04-2015,yogurt,Dairy
2222,21-07-2015,berries,Fruits
2340,12-07-2015,sausage,Meat
1987,15-10-2015,citrus fruit,Fruits
3570,02-09-2015,UHT-milk,Dairy
1320,19-01-2015,finished products,Baby Products
2209,20-07-2015,cat food,Snacks
2500,30-03-2015,canned beer,Canned Goods
3315,12-09-2015,canned beer,Canned Goods
2548,16-11-2015,fruit/vegetable juice,Fruits
4473,07-09-2015,pork,Meat
2271,16-06-2015,frankfurter,Meat
4336,10-10-2015,sausage,Meat
2763,01-02-2015,pork,Meat
2780,11-10-2015,liquor,Beverages
2632,16-01-2015,frozen meals,Frozen
2568,20-08-2015,beef,Meat
1729,23-07-2015,frankfurter,Meat
3878,28-07-2015,frankfurter,Meat
1225,26-03-2015,dessert,Bakery
1924,17-11-2015,root vegetables,Vegetables
4335,10-06-2015,sausage,Meat
3182,12-03-2015,butter,Dairy
4303,23-08-2015,other vegetables,Vegetables
3042,02-10-2015,whole milk,Dairy
4493,29-10-2015,frankfurter,Meat
4194,07-02-2015,bottled water,Beverages
3031,18-12-2015,pip fruit,Fruits
3891,03-07-2015,rolls/buns,Bakery
1062,16-04-2015,tropical fruit,Fruits
2469,23-03-2015,other vegetables,Vegetables
3719,03-09-2015,meat,Meat
3322,11-02-2015,bottled beer,Beverages
1336,10-03-2015,pet care,Pet Supplies
1067,20-07-2015,rolls/buns,Bakery
1998,15-05-2015,root vegetables,Vegetables
1076,14-10-2015,ham,Meat
1992,02-08-2015,rolls/buns,Bakery
1261,21-05-2015,rolls/buns,Bakery
4409,15-01-2015,UHT-milk,Dairy
3031,30-08-2015,frankfurter,Meat
2129,18-03-2015,whole milk,Dairy
1684,03-01-2015,whole milk,Dairy
4240,18-09-2015,citrus fruit,Fruits
2750,14-09-2015,other vegetables,Vegetables
1379,13-07-2015,popcorn,Snacks
4243,22-08-2015,canned beer,Canned Goods
2469,12-01-2015,pork,Meat
2346,17-09-2015,chicken,Meat
2366,18-08-2015,UHT-milk,Dairy
2374,23-06-2015,brandy,Beverages
1721,15-10-2015,other vegetables,Vegetables
2877,10-04-2015,pip fruit,Fruits
3848,11-10-2015,bottled beer,Beverages
4344,01-03-2015,sausage,Meat
3475,10-06-2015,bottled beer,Beverages
3650,17-07-2015,other vegetables,Vegetables
2318,16-01-2015,other vegetables,Vegetables
1776,02-03-2015,whole milk,Dairy
3120,07-07-2015,yogurt,Dairy
1194,13-05-2015,butter,Dairy
2089,17-04-2015,canned beer,Canned Goods
2095,06-04-2015,pip fruit,Fruits
1736,29-08-2015,rolls/buns,Bakery
3718,12-07-2015,canned beer,Canned Goods
4950,22-04-2015,rolls/buns,Bakery
2481,24-11-2015,rolls/buns,Bakery
1296,06-11-2015,pip fruit,Fruits
2824,07-12-2015,pork,Meat
4852,29-06-2015,frankfurter,Meat
1648,27-02-2015,sausage,Meat
3307,06-10-2015,citrus fruit,Fruits
4259,24-06-2015,brown bread,Bakery
2587,02-06-2015,soda,Beverages
4303,08-04-2015,canned beer,Canned Goods
1325,26-05-2015,bottled water,Beverages
3351,14-10-2015,pork,Meat
1623,18-01-2015,frozen meals,Frozen
3119,20-02-2015,chicken,Meat
1211,24-05-2015,rolls/buns,Bakery
4146,09-02-2015,pork,Meat
1753,26-02-2015,sausage,Meat
4664,26-05-2015,rolls/buns,Bakery
3827,03-11-2015,soda,Beverages
1098,27-09-2015,root vegetables,Vegetables
4338,27-08-2015,beverages,Beverages
3712,20-12-2015,sausage,Meat
1505,27-10-2015,frankfurter,Meat
4478,02-08-2015,UHT-milk,Dairy
4150,23-08-2015,whole milk,Dairy
1118,25-12-2015,whole milk,Dairy
2537,07-05-2015,sausage,Meat
1996,10-05-2015,canned beer,Canned Goods
4267,13-09-2015,sausage,Meat
4424,16-10-2015,beef,Meat
1948,06-05-2015,baking powder,Bakery
3495,01-02-2015,canned beer,Canned Goods
2327,18-03-2015,frankfurter,Meat
3356,12-01-2015,meat,Meat
3926,23-03-2015,yogurt,Dairy
4105,03-12-2015,sausage,Meat
1884,05-08-2015,root vegetables,Vegetables
4799,09-02-2015,canned beer,Canned Goods
4915,18-09-2015,canned beer,Canned Goods
2643,01-12-2015,tropical fruit,Fruits
3927,03-09-2015,tropical fruit,Fruits
2410,18-11-2015,citrus fruit,Fruits
1855,28-04-2015,chicken,Meat
1245,02-03-2015,dessert,Bakery
3138,19-04-2015,other vegetables,Vegetables
1178,19-04-2015,other vegetables,Vegetables
1870,05-09-2015,onions,Vegetables
4660,10-07-2015,frozen vegetables,Vegetables
3241,09-08-2015,chicken,Meat
4661,18-04-2015,chicken,Meat
2407,10-03-2015,onions,Vegetables
2440,19-06-2015,meat,Meat
4634,15-05-2015,ham,Meat
4112,14-02-2015,citrus fruit,Fruits
2428,21-08-2015,yogurt,Dairy
3604,14-03-2015,frankfurter,Meat
3671,03-08-2015,dishes,Seafood
2880,19-06-2015,pork,Meat
3946,19-06-2015,butter milk,Dairy
4495,20-06-2015,coffee,Beverages
3355,02-12-2015,chicken,Meat
3959,27-05-2015,pip fruit,Fruits
1583,23-11-2015,soda,Beverages
3998,28-03-2015,yogurt,Dairy
4509,29-11-2015,berries,Fruits
1008,03-10-2015,hamburger meat,Meat
4894,23-12-2015,canned beer,Canned Goods
4252,10-04-2015,turkey,Meat
3428,16-03-2015,beverages,Beverages
1988,08-09-2015,bottled beer,Beverages
4662,19-10-2015,pastry,Bakery
3165,27-11-2015,pip fruit,Fruits
1920,16-02-2015,whole milk,Dairy
4157,04-01-2015,hamburger meat,Meat
1945,30-04-2015,chocolate,Dairy
4104,27-07-2015,other vegetables,Vegetables
2865,14-05-2015,oil,Condiments
4788,28-04-2015,beef,Meat
1903,25-01-2015,bottled water,Beverages
3578,16-05-2015,sausage,Meat
2238,06-12-2015,sausage,Meat
3671,11-10-2015,pork,Meat
3088,03-12-2015,frankfurter,Meat
1832,17-04-2015,whipped/sour cream,Dairy
4785,13-09-2015,canned beer,Canned Goods
1322,19-10-2015,pork,Meat
4439,18-03-2015,whole milk,Dairy
1698,26-06-2015,other vegetables,Vegetables
3558,25-04-2015,whole milk,Dairy
3026,01-01-2015,citrus fruit,Fruits
1127,15-10-2015,other vegetables,Vegetables
4153,05-02-2015,other vegetables,Vegetables
4258,22-04-2015,beef,Meat
2582,14-11-2015,meat,Meat
1466,01-12-2015,sausage,Meat
4185,16-01-2015,pip fruit,Fruits
1889,09-02-2015,beef,Meat
3396,14-05-2015,chicken,Meat
3412,26-01-2015,canned beer,Canned Goods
3321,13-07-2015,sausage,Meat
3484,21-11-2015,whole milk,Dairy
1937,17-10-2015,whole milk,Dairy
2101,20-12-2015,sausage,Meat
4006,18-12-2015,coffee,Beverages
3732,18-07-2015,nuts/prunes,Fruits
1276,28-04-2015,sausage,Meat
4916,01-03-2015,coffee,Beverages
2040,06-04-2015,chicken,Meat
2255,01-05-2015,tropical fruit,Fruits
1239,25-07-2015,finished products,Baby Products
4992,20-06-2015,whole milk,Dairy
3225,12-06-2015,beef,Meat
2421,21-11-2015,abrasive cleaner,Cleaning Supplies
3303,25-01-2015,bottled water,Beverages
3455,13-09-2015,other vegetables,Vegetables
1484,07-10-2015,beef,Meat
3591,11-05-2015,whole milk,Dairy
2487,27-03-2015,tropical fruit,Fruits
1380,20-04-2015,candy,Snacks
2786,25-03-2015,sausage,Meat
1885,27-05-2015,butter milk,Dairy
1295,28-01-2015,sausage,Meat
2184,23-01-2015,frankfurter,Meat
4054,06-05-2015,rolls/buns,Bakery
3972,08-06-2015,canned beer,Canned Goods
1216,19-06-2015,canned beer,Canned Goods
1347,31-07-2015,whole milk,Dairy
4190,04-04-2015,citrus fruit,Fruits
3264,05-04-2015,margarine,Meat
2942,01-02-2015,sausage,Meat
2932,22-01-2015,sausage,Meat
4049,01-08-2015,chicken,Meat
1954,06-08-2015,shopping bags,Dry Goods
2321,16-06-2015,tropical fruit,Fruits
